company_name,hq_location,description,founded_date,founders,num_employees,funding_status,last_funding_date,last_funding_type,estimated_revenue,website,description_full,last_funding_amount,top_5_investors,total_funding_amount,acquired_by,acquired_date,acquired_price,ipo_status,ipo_date,stock_symbol
Chegg,"Santa Clara,California,United States",Chegg is a student media learning platform offering services to universities and community colleges.,2005,"Aayush Phumbhra,Josh Carlson,Osman Rashid",501-1000,IPO,"Apr 7, 2016",Post-IPO Equity,$50M to $100M,www.chegg.com,"Chegg is a student media learning platform offering services to universities and community colleges. The company also helps students become smarter, saves time & money. The company was founded in 2005 and is headquartered in Santa Clara, California, USA.",—,"Foundation Capital,Employee Stock Option Fund,Kleiner Perkins,TriplePoint Capital,Insight Partners","$227,303,692",—,—,—,Public,"Nov 13, 2013",CHGG
Square,"San Francisco,California,United States",Square is a software company that develops omnichannel solutions.,2009,—,1001-5000,—,—,—,$1B to $10B,squareup.com,"Square is a software company that develops omnichannel solutions.Square aims to help sellers sell online, manage inventory, offer buy now, pay later functionality through Afterpay, book appointments, engage loyal buyers, and hire and pay staff.The company also embedded financial services tools at the point of sale for merchants to access a business loan and manage their cash flow.",—,—,—,—,—,—,Private,—,—
Best Buy,"Bloomington,Minnesota,United States",Best Buy is a multinational retailer of technology and entertainment products and services offering consumer electronics and more.,1966,Richard M. Schulze,10001+,IPO,—,—,$1B to $10B,www.bestbuy.com/,"Best Buy is a multinational retailer of technology and entertainment products and services offering consumer electronics and more. Its family of brands and partnerships includes brands such as Best Buy, Audiovisions, Future Shop, Geek Squad, Jiangsu Five Star, Magnolia Audio Video, Pacific Sales, and Cowboom. The company is comprised of over 155,000 employees, and they apply their talents to bring the benefits of its brands to the lives of its customers through retail locations, multiple call centers, and websites, in-home solutions, product delivery, and activities in its community.Best Buy’s product portfolio includes consumer electronic video products such as televisions, digital cameras and accessories, digital camcorders, and DVD players; audio products comprising MP3 players, navigation products, home theater audio systems, and components; mobile electronics home office products comprising notebook and desktop computers, monitors, mobile phones and related subscription service commissions, hard drives, and networking equipment; entertainment software products such as video gaming hardware and software, DVDs, CDs, digital downloads, and computer software; and appliances, such as kitchen appliances, plumbing fixtures, snacks, and beverages. Best Buy provides its users with service contracts; extended warranties; product repair; broadband voice, data, and information technology services; and delivers and installs home theater, mobile audio, and appliances. In addition, the company engages in online retailing through BestBuy.com, BestBuy.ca, BestBuy.com.cn, espanol.BestBuy.com, and BestBuyMobile.com; CarphoneWarehouse.com; Five-Star.cn; FutureShop.ca; GeekSquad.com and GeekSquad.ca; MagnoliaAV.com; Napster.com; PacificSales.com; PhoneHouse.com; and Speakeasy.net.Best Buy was founded in 1966 and is headquartered in Litchfield, M.N. with additional offices in the United States, Canada, Mexico, China, and Europe.",—,—,—,—,—,—,Public,"Apr 26, 1985",BBY
Yardi,"Santa Barbara,California,United States",Yardi Systems is a software vendor for the real estate industry with end-to-end property and investment management software and services.,1984,Anant Yardi,5001-10000,—,—,—,$500M to $1B,www.yardi.com/,"Yardi has been committed to the design, development and support of real estate management software for 30 years. Yardi offers one of the most comprehensive property management software platforms on the market today, including a full business suite of products designed specifically for office, industrial and retail property management. Yardi serves clients around the world from offices in Asia, Australia, Europe, Middle East and North America.",—,—,—,—,—,—,Private,—,—
Branch,"Columbus,Ohio,United States",Branch is an insurance company that offers auto and home insurance services.,2017,"Joe Emison,Steve Lekas",501-1000,Late Stage Venture,"Jun 8, 2022",Series C,$100M to $500M,www.ourbranch.com,"Branch is a full-stack insurance company designed to make home and auto insurance simpler to buy and less expensive. Using data, technology, and automation, Branch created the world's first instant, online bundling capability which helps people save thousands of dollars a month in just minutes. Branch partners across the home and auto landscape to embed insurance at the moments that matter, delivering greater convenience and better savings.","$147,000,000","Gaingels,Foundation Capital,SignalFire,Greycroft,Stone Point Capital","$229,500,000",—,—,—,Private,—,—
AWS,"Washington,District of Columbia,United States","AWS is a pioneering platform that provides marketing, trading, investment promotion, development and M&A advisory services.",1993,—,1-10,—,—,—,Less than $1M,www.awscorp.com/index.cfm,—,—,—,—,—,—,—,Private,—,—
Fox Corporation,"New York,New York,United States",Fox Corporation is an American television broadcasting company.,Oct 1986,Rupert Murdoch,10001+,IPO,"Apr 7, 2020",Post-IPO Debt,$1B to $10B,www.foxcorporation.com/,"Fox Corporation is an American television broadcasting company headquartered in Midtown Manhattan, New York City. It was formed from the 2019 acquisition of 21st Century Fox by The Walt Disney Company. Fox Corp. was spun off from 21st Century Fox and its stock began trading on March 19, 2019.","$1,200,000,000",—,"$1,200,000,000",—,—,—,Public,"Dec 31, 1987",FOX
TikTok,"Los Angeles,California,United States",TikTok is a short-video sharing app and social network platform that develops a lip-syncing video application to create videos.,"Jun 11, 2003",—,10001+,—,—,—,$1B to $10B,www.tiktok.com,"TikTok is a short-video-sharing app and social network platform. The company's mission is to capture and present the world's creativity, knowledge, and precious life moments, directly from the mobile phone. TikTok enables everyone to be a creator and encourages users to share their passion and creative expression through their videos.",—,—,—,—,—,—,Private,—,—
Penni.io,"Copenhagen,Hovedstaden,Denmark",Penni.io provides a SaaS platform for digital insurance distribution.,2016,"Esben Toftdahl Nielsen,Jeppe Klausen",11-50,Seed,"Dec 29, 2020",Seed,$1M to $10M,www.penni.io/,We assist our clients on the full digital distribution journey based on our SaaS platform Penni Connect. We work with an agile methodology that focuses on open collaboration and fast progress. We offer an elaborate design & UX framework for optimising online insurance sales.,"€5,700,000","Seed Capital,Niels Mortensen,Hans Petersen,Finn Fabricius","€7,700,000",—,—,—,Private,—,—
McAfee,"Santa Clara,California,United States","McAfee is an online security company that provides virus alerts and analysis on malware, network security threats, and web vulnerabilities.","Aug 14, 1987","John McAfee,Ravi Kannan",5001-10000,M&A,"Sep 30, 1991",Private Equity,$1B to $10B,www.mcafee.com,"McAfee is an online security company that provides virus alerts and analysis on malware, network security threats, and web vulnerabilities.As a cybersecurity company, McAfee provides advanced security solutions to consumers, small and large businesses, enterprises, and governments. Security technologies from McAfee use the predictive capability that is powered by McAfee Global Threat Intelligence, which enables home users and businesses to stay one step ahead of the next wave of viruses, malware, and other online threats.For business, enterprise, and government, McAfee provides comprehensive, integrated information security solutions that cover any environment. Their endpoint and mobile security solutions protect end-user devices from threats, including viruses, phishing, malware, and other threats that target endpoints and users and include antivirus software and web security protection. Their network security solutions protect a network and its perimeter. McAfee solutions protect servers, databases, and data centers from threats that target enterprise systems.Their cloud security solutions provide advanced protection from online threats, whether they are using public, private, or hybrid cloud computing technologies. All their security solutions are managed through the centralized, single-console McAfee ePolicy Orchestrator that allows efficient and responsive management of the security infrastructure. Finally, McAfee Professional Services provide consulting, education, and technical support for all their security products and solutions.For home users, McAfee secures mobile devices, including phones and tablets, as well as home PC, laptops, and other devices. McAfee products such as McAfee Total Protection and McAfee LiveSafe provide comprehensive antivirus and antimalware protection, as well as internet security that includes protection from adware, spyware, phishing scams, malicious websites, identity theft, and other threats to online security.In 1987, McAfee, Petko Stoyanov, and Ravi Kannan co-founded the company in Santa Clara, California.",—,Summit Partners,—,Advent International,"Nov 8, 2021","$14,000,000,000",Delisted,"Oct 22, 2020",MCFE
